domain	module	docPath	entryPath	moduleEnv	exportName	exportType	params	returns	exportEnv	sideEffects	notes
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	main	Function	-	void	Node	process.exit/console输出	读取 process.argv 并派发命令
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	showHelp	Function	-	void	Node	console输出	打印命令帮助
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	parseOptions	Function	args:Array	options:Object	Node	无	解析 `--key value` 风格参数
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	executeCommand	Function	command:string, options:Object	result:Object	Node	读文件/console输出	分派到各命令处理函数
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	loadCapabilityQuery	Function	options:Object	query:Object	Node	读取 `reports/capability-index-v1.json`	加载能力索引并构建查询接口
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	listModules	Function	options:Object	result:Object	Node	读取能力索引	列出模块/可调用对象/全局变量
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	listMethods	Function	options:Object	result:Object	Node	读取能力索引	列出指定模块方法
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	checkCallable	Function	options:Object	result:Object	Node	读取能力索引	检查对象可调用性
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	canAccess	Function	options:Object	result:Object	Node	读取能力索引	检查从对象到目标的访问存在性（简化）
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	predictImpact	Function	options:Object	result:Object	Node	读取能力索引	预测对符号进行动作的风险（基于索引事实）
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	generatePlan	Function	options:Object	result:Object	Node	调用 ActionPlanner/Interpreter	生成 ExecutionPlan（以 dry-run 为主）
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	simulatePlan	Function	options:Object	result:Object	Node	无/console输出	对计划做模拟（内部构造 mockPlan）
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	validateCapability	Function	options:Object	result:Object	Node	写 analyzer/reports/*	运行 CapabilityQueryValidator
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	analyzeProject	Function	options:Object	result:Object	Node	读目录/console输出	扫描目录下 `.js` 并调用 SemanticAnalyzer.analyzeProject
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	scanJSFiles	Function	dir:string	files:Array	Node	读目录	递归收集 `.js` 文件
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	outputResult	Function	result:Object, options:Object	void	Node	可能写 options.output	按 json/markdown 输出结果
analyzer	SemanticWorkflow	docs/当前文档/模块文档/analyzer/SemanticWorkflow.md	AD21_JS_Project/analyzer/semantic-workflow.js	Node	formatMarkdown	Function	result:Object, options:Object	markdown:string	Node	无	将结果对象格式化为 Markdown
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	SymbolTypes	Object	-	-	Node	无	模块导出对象
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	SymbolKind	Object	-	-	Node	无	符号类型枚举
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	Visibility	Object	-	-	Node	无	可见性枚举
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	LifecyclePhase	Object	-	-	Node	无	生命周期阶段枚举
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	Severity	Object	-	-	Node	无	诊断严重性枚举
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	DiagnosticRule	Object	-	-	Node	无	诊断规则枚举/常量
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	createBaseSymbol	Function	params:Object	Object	Node	无	创建基础符号
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	createModuleSymbol	Function	name:string, meta:Object	Object	Node	无	创建模块符号
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	createExecutionEntrySymbol	Function	name:string, meta:Object	Object	Node	无	创建执行入口符号
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	createExportedMemberSymbol	Function	name:string, meta:Object	Object	Node	无	创建导出成员符号
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	createInternalMemberSymbol	Function	name:string, meta:Object	Object	Node	无	创建内部成员符号
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	createDiagnostic	Function	params:Object	Object	Node	无	创建诊断对象
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	createErrorDiagnostic	Function	params:Object	Object	Node	无	创建 error 诊断
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	createWarningDiagnostic	Function	params:Object	Object	Node	无	创建 warning 诊断
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	validateSymbol	Function	symbol:Object	Object	Node	无	返回 {valid,issues}
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	validateDiagnostic	Function	diagnostic:Object	Object	Node	无	返回 {valid,issues}
analyzer	SymbolTypes	docs/当前文档/模块文档/analyzer/SymbolTypes.md	AD21_JS_Project/analyzer/semantic/symbol-types.js	Node	getSymbolDescription	Function	symbol:Object	string	Node	无	生成可读描述
analyzer	TopLevelScanner	docs/当前文档/模块文档/analyzer/TopLevelScanner.md	AD21_JS_Project/analyzer/semantic/top-level-scanner.js	Node	TopLevelScanner	Object	-	-	Node	无	模块导出对象
analyzer	TopLevelScanner	docs/当前文档/模块文档/analyzer/TopLevelScanner.md	AD21_JS_Project/analyzer/semantic/top-level-scanner.js	Node	scanTopLevelSymbols	Function	ast:Object, filePath:string	Object	Node	无	返回 {filePath,symbols,diagnostics,summary}
analyzer	TopLevelScanner	docs/当前文档/模块文档/analyzer/TopLevelScanner.md	AD21_JS_Project/analyzer/semantic/top-level-scanner.js	Node	scanFiles	Function	fileScanResults:Array	Object	Node	无	对多个 parseResult 进行扫描并汇总
analyzer	TopLevelScanner	docs/当前文档/模块文档/analyzer/TopLevelScanner.md	AD21_JS_Project/analyzer/semantic/top-level-scanner.js	Node	isIIFEModule	Function	ast:Object	boolean	Node	无	判断是否 IIFE 模块（线索：关键词 `IIFE`）
analyzer	TopLevelScanner	docs/当前文档/模块文档/analyzer/TopLevelScanner.md	AD21_JS_Project/analyzer/semantic/top-level-scanner.js	Node	isDFMFunction	Function	node:Object	boolean	Node	无	判断是否 DFM 全局函数
analyzer	TopLevelScanner	docs/当前文档/模块文档/analyzer/TopLevelScanner.md	AD21_JS_Project/analyzer/semantic/top-level-scanner.js	Node	isTopLevelFunction	Function	node:Object	boolean	Node	无	判断是否顶层 FunctionDeclaration
analyzer	TopLevelScanner	docs/当前文档/模块文档/analyzer/TopLevelScanner.md	AD21_JS_Project/analyzer/semantic/top-level-scanner.js	Node	formatScanResult	Function	result:Object	string	Node	无	格式化扫描结果文本
analyzer	UndefinedUseRule	docs/当前文档/模块文档/analyzer/UndefinedUseRule.md	AD21_JS_Project/analyzer/interpretation/rules/undefined-use.rule.js	Node	apply	Function	ctx:RuleContext, result:InterpretationResult	void	Node	写 result.errors	把 undefinedUses[] 转为 errors[]，并生成 suggestions[]
analyzer	UndefinedUseRule	docs/当前文档/模块文档/analyzer/UndefinedUseRule.md	AD21_JS_Project/analyzer/interpretation/rules/undefined-use.rule.js	Node	name	String	-	string	Node	无	固定为 `undefined-use.rule`
analyzer	UndefinedUseRule	docs/当前文档/模块文档/analyzer/UndefinedUseRule.md	AD21_JS_Project/analyzer/interpretation/rules/undefined-use.rule.js	Node	description	String	-	string	Node	无	规则说明
analyzer	UndefinedUseRule	docs/当前文档/模块文档/analyzer/UndefinedUseRule.md	AD21_JS_Project/analyzer/interpretation/rules/undefined-use.rule.js	Node	version	String	-	string	Node	无	规则版本
analyzer	UnusedSymbolRule	docs/当前文档/模块文档/analyzer/UnusedSymbolRule.md	AD21_JS_Project/analyzer/interpretation/rules/unused-symbol.rule.js	Node	apply	Function	ctx:RuleContext, result:InterpretationResult	void	Node	写 result.actions/warnings	按 confidence/entryPoint/useCount 产出建议
analyzer	UnusedSymbolRule	docs/当前文档/模块文档/analyzer/UnusedSymbolRule.md	AD21_JS_Project/analyzer/interpretation/rules/unused-symbol.rule.js	Node	name	String	-	string	Node	无	固定为 `unused-symbol.rule`
analyzer	UnusedSymbolRule	docs/当前文档/模块文档/analyzer/UnusedSymbolRule.md	AD21_JS_Project/analyzer/interpretation/rules/unused-symbol.rule.js	Node	description	String	-	string	Node	无	规则说明
analyzer	UnusedSymbolRule	docs/当前文档/模块文档/analyzer/UnusedSymbolRule.md	AD21_JS_Project/analyzer/interpretation/rules/unused-symbol.rule.js	Node	version	String	-	string	Node	无	规则版本
core	BaseModule	docs/当前文档/模块文档/core/BaseModule.md	AD21_JS_Project/src/modules/base/index.js	Both	BaseModule	Object	-	-	Both	注册到window/module.exports/global	IIFE模块导出
core	BaseModule	docs/当前文档/模块文档/core/BaseModule.md	AD21_JS_Project/src/modules/base/index.js	Both	create	Function	userOptions?:Object	instance:Object	Both	可能触发init/写memLog(Hook异常)	返回含init/run/destroy的实例
core	BaseModule	docs/当前文档/模块文档/core/BaseModule.md	AD21_JS_Project/src/modules/base/index.js	Both	init	Function	instance:Object	boolean	Both	可能写memLog/调用logger	初始化实例并触发Hook
core	BaseModule	docs/当前文档/模块文档/core/BaseModule.md	AD21_JS_Project/src/modules/base/index.js	Both	run	Function	instance:Object	Object|null	Both	可能写memLog/调用logger	执行主逻辑并触发Hook
core	BaseModule	docs/当前文档/模块文档/core/BaseModule.md	AD21_JS_Project/src/modules/base/index.js	Both	destroy	Function	instance:Object	boolean	Both	可能写memLog/调用logger	销毁实例并清理Hook
core	BaseModule	docs/当前文档/模块文档/core/BaseModule.md	AD21_JS_Project/src/modules/base/index.js	Both	version	String	-	string	Both	无	模块版本
core	BaseModule	docs/当前文档/模块文档/core/BaseModule.md	AD21_JS_Project/src/modules/base/index.js	Both	defaultOptions	Object	-	Object	Both	无	默认配置
core	Core	docs/当前文档/模块文档/core/Core.md	AD21_JS_Project/src/core/core.js	AD	Core	Function	userOptions?:Object	coreInstance:Object	AD	注册到window	构造函数形式调用
core	Core	docs/当前文档/模块文档/core/Core.md	AD21_JS_Project/src/core/core.js	AD	Core.create	Function	options?:Object	coreInstance:Object	AD	可能创建Logger实例	静态工厂方法
core	Core	docs/当前文档/模块文档/core/Core.md	AD21_JS_Project/src/core/core.js	AD	Core.version	String	-	string	AD	无	模块版本
core	Core	docs/当前文档/模块文档/core/Core.md	AD21_JS_Project/src/core/core.js	AD	Core.defaultOptions	Object	-	Object	AD	无	默认配置
core	EnvironmentProbeModule	docs/当前文档/模块文档/core/EnvironmentProbeModule.md	AD21_JS_Project/src/环境探测/EnvironmentProbeModule.js	AD	EnvironmentProbeModule	Object	-	-	AD	写UI日志/尝试创建ActiveX	IIFE模块导出
core	EnvironmentProbeModule	docs/当前文档/模块文档/core/EnvironmentProbeModule.md	AD21_JS_Project/src/环境探测/EnvironmentProbeModule.js	AD	runAll	Function	(customConfig)	report:Object	AD	创建ActiveX/写日志/可写文件	主入口
core	EnvironmentProbeModule	docs/当前文档/模块文档/core/EnvironmentProbeModule.md	AD21_JS_Project/src/环境探测/EnvironmentProbeModule.js	AD	getConfig	Function	-	CONFIG:Object	AD	无	读取当前配置
core	EnvironmentProbeModule	docs/当前文档/模块文档/core/EnvironmentProbeModule.md	AD21_JS_Project/src/环境探测/EnvironmentProbeModule.js	AD	setConfig	Function	(cfg:Object)	void	AD	运行探测	内部调用runAll
core	HTTPClientModule	docs/当前文档/模块文档/core/HTTPClientModule.md	AD21_JS_Project/src/modules/http-client/index.js	AD	HTTPClientModule	Object	-	-	AD	ActiveX/写UI日志	IIFE模块导出
core	HTTPClientModule	docs/当前文档/模块文档/core/HTTPClientModule.md	AD21_JS_Project/src/modules/http-client/index.js	AD	HTTP客户端	Object	-	-	AD	ActiveX/写UI日志	兼容中文变量名（别名）
core	HTTPClientModule	docs/当前文档/模块文档/core/HTTPClientModule.md	AD21_JS_Project/src/modules/http-client/index.js	AD	request	Function	method,url,body,headers	{ok,status,text,json}	AD	发起同步HTTP	内部创建XMLHTTP
core	HTTPClientModule	docs/当前文档/模块文档/core/HTTPClientModule.md	AD21_JS_Project/src/modules/http-client/index.js	AD	ping	Function	baseUrl:string	boolean	AD	发起HTTP/写UI日志	GET /ping -> pong
core	HTTPClientModule	docs/当前文档/模块文档/core/HTTPClientModule.md	AD21_JS_Project/src/modules/http-client/index.js	AD	sendCommand	Function	baseUrl,cmd,params	Object	AD	发起HTTP/写UI日志	POST /api/command(JSON)
core	HTTPClientModule	docs/当前文档/模块文档/core/HTTPClientModule.md	AD21_JS_Project/src/modules/http-client/index.js	AD	ui	Function	msg:string	void	AD	写UILogger/memLog/ShowMessage	日志通道封装
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	ModuleAccessor	Object	-	-	Both	注册到window/module.exports/global	IIFE模块导出
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	getModule	Function	moduleName:string	module|nil	Both	eval/console日志/缓存	按优先级查找模块
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	isModuleAvailable	Function	moduleName:string	boolean	Both	eval/console日志/缓存	内部调用getModule
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	clearCache	Function	moduleName?:string	void	Both	清理缓存	不传则清空全部缓存
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	getCacheStats	Function	-	Object	Both	无	返回缓存统计
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	configure	Function	config:Object	void	Both	修改内部配置	影响日志与缓存行为
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	getConfiguration	Function	-	Object	Both	无	返回当前配置
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	getAvailableModules	Function	-	Array	Both	eval/console日志/缓存	扫描常见模块名
core	ModuleAccessor	docs/当前文档/模块文档/core/ModuleAccessor.md	AD21_JS_Project/src/core/module-accessor.js	Both	getStatistics	Function	-	Object	Both	无	包含配置/缓存/可用模块
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	showErrorInUI	Function	functionName:string, error:Error, context:any	void	AD	写memLog/alert	UI错误输出
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	showSuccessInUI	Function	functionName:string, message:string, context:any	void	AD	写memLog	UI成功输出
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	checkLoggerModuleAvailability	Function	-	Object	AD	读取全局模块	检查Logger相关模块
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnOutputLogClick	Function	Sender:Object	void	AD	flush日志/UI输出	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnGenerateLogClick	Function	Sender:Object	void	AD	生成日志/UI输出	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnClearDisplayClick	Function	Sender:Object	void	AD	清空memLog	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnSaveLogClick	Function	Sender:Object	void	AD	flush日志/写文件(间接)	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnDebugStatusClick	Function	Sender:Object	void	AD	UI调试输出	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnLogStatsClick	Function	Sender:Object	void	AD	读取统计/UI输出	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	showObjectCreatorWindow	Function	-	void	AD	调用UIModule	显示对象创建窗口
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnCreateObjectClick	Function	Sender:Object	void	AD	调用showObjectCreatorWindow	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnRefreshStatusClick	Function	Sender:Object	void	AD	读取模块状态/UI输出	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnObjectStatsClick	Function	Sender:Object	void	AD	读取统计/UI输出	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnClearCacheClick	Function	Sender:Object	void	AD	清理缓存	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnEnvironmentProbeClick	Function	Sender:Object	void	AD	触发环境探测	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkGenDebugClick	Function	Sender:Object	void	AD	修改日志生成开关	复选框事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkGenInfoClick	Function	Sender:Object	void	AD	修改日志生成开关	复选框事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkGenWarnClick	Function	Sender:Object	void	AD	修改日志生成开关	复选框事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkGenErrorClick	Function	Sender:Object	void	AD	修改日志生成开关	复选框事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkUIDebugClick	Function	Sender:Object	void	AD	修改日志显示开关	复选框事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkUIInfoClick	Function	Sender:Object	void	AD	修改日志显示开关	复选框事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkUIWarnClick	Function	Sender:Object	void	AD	修改日志显示开关	复选框事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkUIErrorClick	Function	Sender:Object	void	AD	修改日志显示开关	复选框事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnDevModeClick	Function	Sender:Object	void	AD	切换日志模式	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnProdModeClick	Function	Sender:Object	void	AD	切换日志模式	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnDebugModeClick	Function	Sender:Object	void	AD	切换日志模式	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnSilentModeClick	Function	Sender:Object	void	AD	切换日志模式	按钮事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	updateAllSwitches	Function	enabled:boolean	void	AD	修改UI控件	更新复选框状态
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	updateProductionModeSwitches	Function	-	void	AD	修改UI控件	更新复选框状态
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	updateDebugModeSwitches	Function	-	void	AD	修改UI控件	更新复选框状态
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	initializeGlobalEvents	Function	-	void	AD	写memLog	全局初始化
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	uiWrite	Function	message:string	void	AD	写memLog	UI输出底层函数
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	uiDebug	Function	level:string, message:string, context:any, fileName?:string, functionName?:string	void	AD	写memLog	带级别输出
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	uiTrace	Function	message:string, context:any, fileName?:string, functionName?:string	void	AD	写memLog	TRACE输出
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	uiInfo	Function	message:string, context:any, fileName?:string, functionName?:string	void	AD	写memLog	INFO输出
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	uiWarn	Function	message:string, context:any, fileName?:string, functionName?:string	void	AD	写memLog	WARN输出
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	uiError	Function	message:string, context:any, fileName?:string, functionName?:string	void	AD	写memLog	ERROR输出
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	uiFatal	Function	message:string, context:any, fileName?:string, functionName?:string	void	AD	写memLog	FATAL输出
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	测试_运行环境探测	Function	-	void	AD	运行环境探测模块	可写reports报告
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	debugModuleStatus	Function	-	void	AD	写memLog/读取全局	模块状态检查
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	debugFunctionCall	Function	functionName:string, args:Array, fileName?:string	void	AD	写memLog	函数调用跟踪
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	debugFunctionReturn	Function	functionName:string, result:any, fileName?:string	void	AD	写memLog	函数返回跟踪
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	debugFunctionError	Function	functionName:string, error:Error, fileName?:string	void	AD	写memLog	函数异常跟踪
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	cmbObjectTypeChange	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnSetOriginClick	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnValidateClick	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnCreateClick	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnCreateAtOriginClick	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnResetClick	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	btnCancelClick	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	chkGridSnapClick	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	edtGridSizeChange	Function	Sender:Object	void	AD	调用UIEventManager	DFM事件
core	global-events	docs/当前文档/模块文档/core/global-events.md	AD21_JS_Project/src/core/global-events.js	AD	cleanupGlobalEvents	Function	-	void	AD	写memLog	全局清理
core	simple-global-events	docs/当前文档/模块文档/core/simple-global-events.md	AD21_JS_Project/src/core/simple-global-events.js	AD	HandleError	Function	error:Error|string, context:string	void	AD	输出SimpleLogError/ShowMessage	统一错误处理
core	simple-global-events	docs/当前文档/模块文档/core/simple-global-events.md	AD21_JS_Project/src/core/simple-global-events.js	AD	SafeExecute	Function	func:Function, errorContext:string, fallbackValue:any	any	AD	调用HandleError	安全执行包装
core	simple-global-events	docs/当前文档/模块文档/core/simple-global-events.md	AD21_JS_Project/src/core/simple-global-events.js	AD	btnOutputLogClick	Function	Sender:Object	void	AD	flush日志/UI提示	按钮事件
core	simple-global-events	docs/当前文档/模块文档/core/simple-global-events.md	AD21_JS_Project/src/core/simple-global-events.js	AD	btnGenerateLogClick	Function	Sender:Object	void	AD	生成日志/UI提示	按钮事件
core	simple-global-events	docs/当前文档/模块文档/core/simple-global-events.md	AD21_JS_Project/src/core/simple-global-events.js	AD	btnClearDisplayClick	Function	Sender:Object	void	AD	flush日志/UI提示	按钮事件
